asin,description,title,price,imUrl,brand,categories,top_feature
B000BN8XLY,Bath Squirters - Garden - Each set of 4 soft squirters is packed in a zippered bag with a handles. Perfectly sized for little hands. Fun at home or on the go.,Bath Squirters: Garden In Bag,6.75,http://ecx.images-amazon.com/images/I/416RegiUdyL._SY300_.jpg,Alex Toys,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'problem', 'house confidently.i', 'water'"
B000BN8YNG,Stickers For The Tub - Playtime Pals - Chubby foam shapes stick to the tile wall or tub when wet. Each set is packed in a mesh bag with suction cups for drying and storage. Learning and having fun while getting clean.,ALEX&reg; Toys - Bathtime Fun Stickers For The Tub - Playtime Pals 634W,9.12,http://ecx.images-amazon.com/images/I/41b9S1-lwjL._SY300_.jpg,Alex Toys,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'foot', 'melissa', 'bath toy', 'tub'"
B000BNEO9O,"No job is too small for these construction trucks. Three cute, chunky vehicles dump truck, cement mixer and tow truck are fitted with plenty of fun features; each truck has axles and wheels for true rolling action, magnetic connectors to link up and a ratcheting component to teach cause-and-effect.",Small World Express Tailgate Trio Construction,,http://ecx.images-amazon.com/images/I/41OWsWoDLjL._SY300_.jpg,,"'Toys & Games', 'Baby & Toddler Toys', 'Music & Sound'"," 'carpet', 'set', 'little hand', 'son'"
B000BNEN90,Stickers For The Tub - Beach Buddies - Chubby foam shapes stick to the tile wall or tub when wet. Each set is packed in a mesh bag with suction cups for drying and storage. Learning and having fun while getting clean.,ALEX&reg; Toys - Bathtime Fun Stickers For The Tub - Beach Buddies 633W,8.18,http://ecx.images-amazon.com/images/I/41EtgwpbrZL._SY300_.jpg,Alex Toys,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'tub', 'work', 'sticker'"
B000BPN3IU,"The Gymnic Line Rody Horse is a favorite with children and it's even more fun when you can rock or hop! Add this base to your Rody horse (sold separately) and get rocking! A great exercise product for indoors and smooth, safe outdoor surfaces. Promotes body coordination, balance and lymph circulation while providing a fun workout. Recommended for ages 3 through 6 years.The Ledraplastic SpA, manufacturer of the Gymnic line, was founded in 1963 and was a pioneer in the processing of non-toxic vinyl. The first two decades of production focused on toys for young children, such as puppets made ??under license from the Walt Disney Company. From the mid-eighties, Ledraplastic SpA has established itself as a manufacturing leader in various areas ranging from toys to fitness to physical therapy and wellness.Gymnic - The Way to Moveis the brand where design is based on the concepts of movement and comfort of people of all age groups.In order to achieve the company's mission, the materials used are of the highest quality thus ensuring compliance with product regulations in the European Union and United States. The vision of the company in the field of safety has also resulted in the whole line of products being completely free of Phthalates and Latex. All Gymnic products are made in Italy with no toxic emissions into the atmosphere and all products are also easily recyclable!",Gymnic / White Base for Rody Hopping Horse,34.95,http://ecx.images-amazon.com/images/I/31iaQ0btSZL._SX300_.jpg,Gymnic,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'son', 'work', 'young child', 'foot', 'rock'"
B000BR9DNC,"Perfectly sized for little hands. All squirters are phthalate-free. All styles are baby and toddler safe. The squirters in this set include a fire truck, car, airplane and boat.",ALEX&reg; Toys - Bathtime Fun Bath Squirters (4) -Transportation 700TN,7.95,http://ecx.images-amazon.com/images/I/51BvEhQqNwL._SX300_.jpg,Alex Toys,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'sqirt water', 'tub', 'bath toy', 'little plane'"
B000C9DYPW,"Iplay toys encompass a full spectrum of innovative, high-quality products that provide years of playtime fun.  They are powered by the most basic and most complex energy source available - a child's imagination.",Kidoozie Press N Go Inchworm,16.99,http://ecx.images-amazon.com/images/I/41rOXmEq-NL._SX300_.jpg,Kidoozie,"'Toys & Games', 'Baby & Toddler Toys', 'Push & Pull Toys'"," 'noise', 'problem', 'son', 'floor', 'wood', 'price', 'little one', 'carpet', 'adult'"
B000CBURPU,Multi-colored beads cascade through color balconies inside the clear plastic cylinder creating the sound of rain. Visually appealing while making the soothing sound of falling rain.,Musical Toys MP-200 8-Inch Mini Rainmaker Shaker,5.08,http://ecx.images-amazon.com/images/I/41KuJmKlDGL._SY300_.jpg,Hohner Kids,"'Toys & Games', 'Baby & Toddler Toys', 'Music & Sound'"," 'noise', 'plastic', 'w/ hand', 'son', 'noise'"
B000E5VEBA,"Awesome set of 12 Birthday Party 2"" Rubber Ducks. Great Party Favors!",Birthday Party Rubber Ducks - 12 Count,6.47,http://ecx.images-amazon.com/images/I/41aFnZJMBIL._SY300_.jpg,OTC,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'mouth', 'paint', 'hole', 'sqirt water', 'price', 'tub'"
B000E8S9WO,"Add a little pizzazz to your dessert or hors d'oeuvre tray this Christmas with these adorable little holiday ducks. Dressed as a santa, snowman with blue cap and scarf, snowman with red scarf and black tophat (Frosty), and reindeer with with jingle bells (Rudolph).... these are just the cutest duckies! You'll get 3 of each design for a total of 12. Each meaures approx. 2-1/4"" x 2-1/4"" (reindeer is tallest at 3""). They don't squeak but they do have a tiny hole in the beak so they can squirt water in the tub. They do not float upright. Great for stocking stuffers, preschool holiday parties, or pass them out to your young guests at your Christmas party.",Christmas Holiday Rubber Ducky - 12 Count,7.76,http://ecx.images-amazon.com/images/I/41P--yvqLoL._SY300_.jpg,Fun Express,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'mouth', 'paint', 'volume.if child', 'gift'"
B000ENRW4U,"Go Fish: Hook An Octopus Comb, A Finny Nailbrush, And Four Fish. Push The Button To Spin The Water Wheel. Captain Fits And Floats In Lifesaver. 3 Cups To Sift, Nest, Stack And Pour. All Pieces Tuck Away Neatly Inside Cabin Roof.",Tubby Tug Boat in Clear Packaging,,http://ecx.images-amazon.com/images/I/41PJ32NSDML._SX300_.jpg,,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'trike', 'fish', 'bath toy', 'boat', 'fish', 'tub', 'tub', 'price', 'floor', 'bath toy'"
B000EULXA2,"Animals are amazing-and so is this musical choo-choo! Place any of the animals in the engine car to hear delightful songs that help baby learn about animals. Baby can sit and explore or crawl along with the moving train as it lights up, playing music and sounds. Each animal and car is full of rewarding activities-like movable, clicking joints, textured feet, teethable ears, rattles and more. And you can add to the fun with even more Amazing Animals!",Fisher-Price Amazing Animals Sing and Go Choo-Choo,130,http://ecx.images-amazon.com/images/I/41T3TUwLX3L._SX300_.jpg,Fisher-Price,"'Toys & Games', 'Baby & Toddler Toys', 'Push & Pull Toys'"," 'train', 'carpet', 'money', 'animal', 'music', 'carpet', 'floor', 'giraffe', 'son', 'volume.if child', 'play', 'great toy', 'christma'"
B000EULX9I,".caption { font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic; } .headline { font-size: 15px; font-weight: bold; } ul.indent { list-style: inside disc; text-indent: 20px; }#review { width: 100%; font-family: Verdana, Helvetica neue, Arial, serif; font-size: 12px; } .caption { font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic; }Bounce, spin, and dance away with the Fisher Price Baby Gymtastics Bounce and Spin Zebra. Ideal for ages 12 to 36 months this lively zebra enhances motor skills as the child learns coordination, balance, and how to climb on and off. Sure to become every youngster's favorite toy, five uplifting songs play as the child bounces and turns 360 degrees. Fun sounds reward movement and strengthen auditory skills. The Bounce and Spin also has an activity handlebar with a rolling ball to encourage eye-hand coordination.Fun for the Little OneThe wide, sturdy base of the Bounce and Spin Zebra provides stability and support, even with hard bouncing and spinning. And to prevent falls, the Zebra locks until the child is sitting properly in the seat. It also has an off-soft-loud switch that little fingers can't turn. Orange, easy-grip handlebars allow the toddler to hold tight as they take their wild ride. For even more fun, a ball spins in the center with lights and music. This toy is relatively low to the ground, so that most children can climb on and off by themselves. Putting together the Zebra is easy, but be aware that the carton contains small parts for adult use only. This product requires 3 AAA batteries (not included).FeaturesBetter than a boring old horse, this lively Zebra really encourages physical development.  It comes as no surprise that the Bounce and Spin Zebra won the Hot Toy award from Toys 'R Us in 2006, and accolades from other companies. Parents get a lot of use out of this toy, as children can play with it until they are about three years old. The zany Zebra won't tilt under pressure and it has an irresistibly cute appearance that kids love. Five fun songs and activity handlebars keeps active kids bouncing, busy, and happy.This toy encourages baby's physical development through bouncing and spinning.",Fisher-Price Go Baby Go! Bounce &amp; Spin Zebra,200.59,http://ecx.images-amazon.com/images/I/51cgxJgDXOL._SX300_.jpg,Fisher-Price,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'quality way', 'house confidently.i', 'music', 'money', 'christma', 'great toy', 'volume.if child', 'floor', 'son', 'fun', 'noise', 'giraffe'"
B000EUMP72,"The Excursion Wagon combines durability, comfort and safety to provide endless family fun. This wagon comes equipped with cup holders, seatbelts, a rear storage bin and versatile seats that fold up or down creating 2 wagons in 1! For ages 1 &#xBD;+ years.",Radio Flyer Excursion Wagon,,http://ecx.images-amazon.com/images/I/41djxd2r83L._SX300_.jpg,,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'wagon', 'seat', 'son'"
B000EULXAM,"There&#x92;s nothing like watching small children fall in love with music. This baby grand will play Cupid to a toddler&#x92;s relationship to music. Just the right size for little fingers, with bright colors, lights, and familiar songs and learning concepts; kids will need no introduction before getting in there and starting to tickle those ivories! Three modes of play encourage children to enjoy music, learn basic concepts (alphabet, counting, opposites, etc.), or just play notes and chords on the eight-key keyboard. A plastic songbook (built into the piano) uses numerals on musical notation to teach aspiring musicians the correlation between the sounds they hear, the notes on the page, and the keys on the keyboard. Slides and buttons and dials can be manipulated to adjust tempo, pitch, and style, while a metronome keeps time. And a friendly maestro monster looms over the piano, dancing as your artiste creates composes her or his opuses. The music, as with so many children&#x92;s toys, is moderately unpleasant&#x97;nursery rhymes meet lounge jazz&#x97;but not the worst you&#x92;ll ever hear. And the joy toddlers will get out of playing their own melodies, as well as the potential for learning, far outweighs the burden of listening to cheesy tunes. Or you can just keep it in note-playing mode, and skip the pre-recorded tunes altogether! Three ""C"" batteries required (not included). Some adult assembly is required.--Emilie Coulter",Fisher-Price Interactive Baby Grand Piano,,http://ecx.images-amazon.com/images/I/41A136V2XYL._SY300_.jpg,,"'Toys & Games', 'Baby & Toddler Toys', 'Music & Sound'"," 'noise', 'son', 'xylophone', 'key', 'music'"
B000EX0GW0,Children are encouraged to explore letters and numbers. Hear exciting music and realistic engine sound when pressing colorful buttons. Steering and riding encourage gross motor skill development.,Lightning McQueen Activity Ride On,,http://ecx.images-amazon.com/images/I/51sXN%2BddlKL._SY300_.jpg,,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'wagon', 'ride', 'son'"
B000EYF5IO,"This classic spring horse neighs, clip-clops, and has a real yarn mane and tail. Beautifully sculpted with great attention to details make this horse attractive and realistic. The sturdy steel frame is extra wide, so as to prevent tipping. Springs are covered with thick, removable fabric wraps to prevent finger pinching, and built in safety spring straps allow for extra security.",Radio Flyer Liberty Spring Horse with Sound,,http://ecx.images-amazon.com/images/I/51uHAAFXmoL._SX300_.jpg,,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'son', 'horse', 'horse'"
B000F5Z2V2,".caption { font-family: Verdana, Helvetica neue, Arial, serif; font-size: 10px; font-weight: bold; font-style: italic; } ul.indent { list-style: inside disc; text-indent: -15px; }Who thought learning could be this much fun? Babies and toddlers will love sitting down for story time and standing up for fun activities with the Laugh &amp; Learn Song &amp; Story Learning Chair. With three ways to help babies play and learn, the Learning Chair is recommended for boys and girls from one to three years old.The chair introduces babies to the alphabet, numbers, colors and shapes, and stories.View larger.The colorful plastic parts are both durable and rounded around the edges for safety.View larger.Learning TimeUp, down, and all around, baby will love all the learning of Fisher-Price&#xC3;&#xAD;s Laugh &amp; Learn Song &amp; Story Learning Chair. The chair introduces babies to the alphabet, numbers, colors and shapes -- not to mention stories. Flipping through the pages of the book, babies can hear the story from beginning to end, or learn about the different objects and characters on each page.Musical FunThe chair's friendly characters reinforces your baby's learning and imagination with musical ditties, silly sounds, and entertaining responses. For instance, you can tap the crayons for a ""colorful"" song and speech. With a volume control, the songs and stories can even play quietly as it gets close to nap-time -- and for your own sanity.Developmental BenefitsThe Learning Chair teaches through everyday experiences and develops life-long problem-solving skills as your baby learns to activate the chair's music, lights, sounds, and speech. It encourages an understanding of concepts as basic as ""on"" and ""off."" The chair also helps babies make the connection between words and objects, based on familiar things in the world.With parental assembly, the chair measures 17 inches long and 12 inches wide, with a height of 15 inches, when put together. The colorful plastic parts are both durable and rounded around the edges for safe child's play. This Laugh &amp; Learn toy requires three AA alkaline batteries.",Laugh &amp; Learn: Musical Learning Chair,109.99,http://ecx.images-amazon.com/images/I/41MCpYv7ozL._SY300_.jpg,,"'Toys & Games', 'Baby & Toddler Toys', 'Music & Sound'"," 'bed', 'price', 'picture', 'tv', 'problem', '14 month', 'wall'"
B000FEP8JY,Protect your children from the rain or sun during your wagon outings. Canopy clips easily onto the your wagon. This protective canopy looks great on any wagon. This canopy is especially good for hot summer days when you want to protect your children from the UV rays.,Radio Flyer Wagon Canopy,45.44,http://ecx.images-amazon.com/images/I/41%2BiQPWfoZL._SX300_.jpg,Radio Flyer,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'work', 'tote', 'wagon', 'wagon', 'wagon', 'wagon'"
B000FIOB2A,"This Classic Radio Flyer Scoot-About is perfect for any toddler looking to ride in style. The signature red body is constructed with sturdy steel, and the handlebars are fashioned with classy chrome and a ringing bell. Steel wheels and rubber tires are durable and give children a smooth ride on even the toughest terrain. The seat is adjustable, so this ride-about can grow with your child.",Radio Flyer Scoot-About,49.99,http://ecx.images-amazon.com/images/I/41w1oBdcArL._SX300_.jpg,Radio Flyer,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'foot', 'front wheel', 'seat', 'bike', 'foot', 'son', 'handlebar', 'house confidently.i'"
B000FOHM2U,"Offering a smooth transition from stroller to trike, the brightly colored Kettler Kettrike Air-Navigator Tricycle includes a parental control steering system that locks handlebars into place for parental guidance when using theoptional pushbar. The Auto-Freewheel allows your child to rest his or her feet on the pedals while you guide them with the pushbar.Using the optional tandem add-on, you can use Air-Navigator for two children.When your child is ready for biking, a simple on/off switch (located under the Kettler logo on the handlebar stem) unlocks the front steering stem and the Air-Navigator operates as a standard freewheel tricycle. The durable metal frame has an easy step-through design, and it can quickly be adjusted to accommodate your growing child or fit another rider. You can also add another rider with the separately availableKettler tandemadd-on (see image).The three Komfy Ride tires are filled with air (via regular Schrader valves), which give the trike true road gripping traction and responsive maneuvering. The blue bucket seat provides excellent riding comfort, and the sturdy yellow tipping bucket on the back of the trike is great for transporting everything from toys to sand. The frame is made of high carbon steel and has a fade-resistant polyester powder coat finish in brilliant red. This tricycle meets ASTM safety requirements.Key Features:Tri-wheel steering Kettrike navigation systemQuick-Adjust frame with multiple frame adjustmentsParental Control steering lock system locks handlebars into place for parental guidance and steering with pushbarAuto-Freewheel allows children to rest their feet on the pedals while parents guide them with the optional pushbarKomfy-Ride air tires for superior performance, road gripping traction and responsive maneuveringTipping rear bucket sturdy enough to haul even sandTandem adaptableWeight limit: 200 lbs. Main ""D-Tube"" frame is weight tested to 400 lbs.Lifetime main frame warranty; three-year parts and components warranty",Kettrike Happy Air Navigator,239,http://ecx.images-amazon.com/images/I/41GBCXMPFJL._SX300_.jpg,,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'ride', 'trike', 'front wheel', 'w/ hand', 'son', 'bike'"
B000FPHGW0,Skwish colorburst appeals to baby's visual and tactile curiosity.  A source of wonder and learning.,Skwish Color Burst (Boxed),13.95,http://ecx.images-amazon.com/images/I/41PP045MNBL._SX300_.jpg,Manhattan Toy,"'Toys & Games', 'Baby & Toddler Toys'"," 'interest', 'price', 'wood', 'adult'"
B000FZQL6W,"Plan Toy Baby Walker has joined innovation with ""old world toys"" by crafting a progressive tool for crawlers who would be walkers. An adjustable handle, a low center of gravity and 24 natural and colored unit blocks make this cheerful looking toy a must for any collection. Made from recycled rubber wood and colored with natural stains, when they aren't using it for building future skyscrapers, it will invite your crawler to his or her feet and get them moving.",Plan Toy Baby Walker,67.12,http://ecx.images-amazon.com/images/I/41n3AQP8fUL._SY300_.jpg,Plan Toys,"'Toys & Games', 'Baby & Toddler Toys', 'Push & Pull Toys'"," 'little guy', 'son', 'block', 'block', 'handle', '14 month', 'paint', 'walker', '14 month', 'walker'"
B000GFCLZQ,"A brightly colored panoramic train whizzes around inside this 7 1/2"" diameter top. An electronic chip creates a realistic train whistle and chugging sound. A base attached to the bottom provides stability. Children will be enthralled with this top from the moment it is played with. The top requires one AA battery, which is included.",Toysmith Train Sound Top,,http://ecx.images-amazon.com/images/I/41QUkf0hhFL._SX300_.jpg,,"'Toys & Games', 'Baby & Toddler Toys', 'Spinning Tops'"," 'handle', 'young child', 'train', 'adult', 'top', 'christma'"
B000GHWTYM,Bath Squirters - Dinos - Each set of 4 soft squirters is packed in a zippered bag with a handles. Perfectly sized for little hands. Fun at home or on the go.,ALEX&reg; Toys - Bathtime Fun Bath Squirters - Dinos 700DN,9.98,http://ecx.images-amazon.com/images/I/51PhCa0AImL._SY300_.jpg,Alex Toys,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'bath toy', 'tote', 'son', 'little hand'"
B000GUBIS2,"It's like magic, but you don't need to be a magician to get it to work. The PlasmaCar is a mechanical marvel that makes use of that most inexhaustible of energy sources, kid-power, by harnessing the natural forces of inertia, centrifugal force, gravity, and friction. It's so easy to operate; all it needs is a driver and a smooth, flat surface.  The PlasmaCar is adult-friendly, too. For starters, it doesn't require an expensive power source that needs constant replacement. No batteries, no power-cells, no liquid fuel-just the occasional cookie or two. It's quiet too-the only sound you'll hear is the sound of its wheels. It provides kids with plenty of exercise, more so than most toys. And the PlasmaCar is engineered to be absolutely safe when used appropriately. It's been extensively tested, and meets or exceeds all significant international safety standards.&#xBF; Fully Assembled: 31"" x&#xBF; 14"" x 16""&#xBF;&#xBF;&#xBF;&#xBF; 8.15 lbs",Green Plasmacar,57.99,http://ecx.images-amazon.com/images/I/41ZozvD08vL._SY300_.jpg,,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'part', 'front wheel', 'christma', 'volume.if child', 'foot', 'ride'"
B000GUEXBG,,PlasmaCar Red,38.99,http://ecx.images-amazon.com/images/I/41bMLrYtqIL._SX300_.jpg,PlasmaCar,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'husband', 'part', 'instruction', 'foot', 'wood', 'front wheel', 'christma', 'problem', 'well.the car', 'steering wheel', 'fun', 'driveway', 'son', 'adult', 'house confidently.i'"
B000GZGE3Q,,Melissa &amp; Doug Deluxe Chomp &amp; Clack Alligator Push Toy,27,http://ecx.images-amazon.com/images/I/414NVN2qXeL._SY300_.jpg,Melissa &amp; Doug,"'Toys & Games', 'Baby & Toddler Toys', 'Push & Pull Toys'"," 'floor', 'house confidently.i', 'son', 'volume.if child', 'melissa', 'noise', 'carpet', 'walker', 'mouth', 'wood'"
B000HCL94W,,Tek Nek &quot;Lucky&quot; Plush Spring Horse,144.99,http://ecx.images-amazon.com/images/I/51A18eTuO6L._SY300_.jpg,Tek Nek,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'amazon', 'horse', 'volume.if child', 'problem', 'puppy'"
B000HDH57G,"Haba's Dragon Stone Castle is an adorable fabric book the turn in to a castle play set for your little one to explore. Three inhabitants, knight, little princess and dragon make perfect companions for pretend play. Figures made of cotton/ polyester and velour.",Haba Dragonstone Castle,,http://ecx.images-amazon.com/images/I/41VlvIRVCiL._SX300_.jpg,,"'Toys & Games', 'Baby & Toddler Toys', 'Activity Play Centers'"," 'color', 'interest', 'house confidently.i', 'plastic'"
B000I8SMZE,"Plan Preschool toys combine learning with fun. Our carefully crafted push-pull toys, manipulative toys, musical instruments, games, puzzles, and blocks are all specially designed to enrich every aspect of your child's early development.  These toys inspire children's imagination as well as promoting their physical and intellectual development. PlanToys are made from non-toxic, natural materials such as organic rubberwood. Our toys enable children to play, learn and become closer to nature while being pulled; the wooden pieces make rhythmic click-clack sounds.",Plan Toys Dancing Alligator,15.99,http://ecx.images-amazon.com/images/I/419InZSkHkL._SX300_.jpg,Plan Toys,"'Toys & Games', 'Baby & Toddler Toys', 'Push & Pull Toys'"," 'color', 'string', 'son', 'wood', 'noise', 'volume.if child', 'house confidently.i'"
B000ICNZR0,Star Crayon In The Tub - Chubby star-shaped bathtub crayon. 6 bright colors. Perfect for little hands. Great place to practice their art while getting clean at the same time.,ALEX&reg; Toys - Bathtime Fun Star Crayon In The Tub 639S,5.95,http://ecx.images-amazon.com/images/I/510tFDPDAOL._SY300_.jpg,Alex Toys,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'crayon', 'color', 'wall', 'little hand', 'tub', 'work', 'little hand', 'son'"
B000ID335I,"This Bolz Farm Top is decorated with a classic farm scene, and hums as it spins! Diameter is 5 inches. Ages: 3+ Manufacturer: Toysmith","Harmonic Spinning Top, Farm by Bolz",,http://ecx.images-amazon.com/images/I/51%2BD9EnqDAL._SX300_.jpg,,"'Toys & Games', 'Baby & Toddler Toys', 'Spinning Tops'"," 'top', 'son', 'spin', 'young child', 'picture', 'noise'"
B000J59SD6,"Offering a stylish, old-fashioned police car design with authentic detailing, this InStep pedal car lets your child's imagination (and feet) run wild. The car, which fits a wide range of children, features a durable solid steel frame that holds up to use and abuse through the years, along with a functional steering wheel that's easy to steer. The rubber tires and chrome hub caps, meanwhile, not only feel smooth but offer a sleek, streamlined look. Other details include an adjustable pedal drive and a completely safe lead-free paint job. Appropriate for children ages 3 and up, the police pedal car offers a maximum weight limit of 70 pounds and requires some assembly.",InStep Police Pedal Car,134.99,http://ecx.images-amazon.com/images/I/41BGPJBB2WL._SX300_.jpg,InStep,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'well.the car', 'steering wheel', 'car', 'son', 'pedal', 'christma'"
B000J5B49C,"Offering a stylish, old-fashioned design with authentic detailing, the InStep Pink Lady pedal car lets your child's imagination (and feet) run wild. Based on the design of the best-selling ""Dip Side"" pedal car from the 1950s, this InStep pedal car lives up to its name with a bright pink, lead-free paint job, and your child can customize its looks with the included decal sheet--including adding her name. The car, which fits a wide range of children, features a durable solid steel frame that holds up to use and abuse through the years, along with a functional steering wheel that's easy to steer. The rubber tires and chrome hub caps, meanwhile, not only feel smooth but offer a sleek, streamlined look. Some assembly required. Appropriate for children ages 3 and up.Specifications and Features:For ages 3 and olderMaximum weight limit: 70 poundsAssembled dimensions: 37 x 12 x 17 inchesWeight: 36 poundsSolid steel constructionAuthentic detailingCustomizable decal packageAdjustable pedal driveLead-free paintFunctional steering",InStep Pink Lady Pedal Car,124.97,http://ecx.images-amazon.com/images/I/41XuetUt47L._SX300_.jpg,InStep,"'Toys & Games', 'Tricycles, Scooters & Wagons', 'Ride-On Toys'"," 'son', 'work', 'rock', 'paint', 'pedal', 'two year old daughter', 'sticker', 'well.the car', 'part', 'plastic'"
B000K25JPE,"Pack includes 24 Mini Glow in the Dark Rubber Duckies. 1 1/2"" ?duckies do not float upright. Item needs to be charged under light. Expose item to direct light to activate glow.",Mini Glow in the Dark Rubber Duckies (24),,http://ecx.images-amazon.com/images/I/31wvN5Zj-AL._SY300_.jpg,,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'party', 'party'"
B000KIJCYC,"When it's time to erase the chalkboard, use this traditional felt eraser with a solid wood handle to get the job done. It's an essential chalkboard accessory that kids love to use.",Melissa &amp; Doug Felt Chalk Eraser,3.91,http://ecx.images-amazon.com/images/I/41d-tgucF7L._SX300_.jpg,Melissa &amp; Doug,"'Toys & Games', 'Baby & Toddler Toys'"," 'crayon', 'work', 'crayon', 'money', 'melissa', 'crayon', 'crayon', 'little hand', 'crayon'"
B000LFSQLE,"This racy roadster creates realistic driving fun. The steering wheel has three horn sounds, moving windshield wipers, ignition key makes a revving sound, traffic signal lights up, three vehicle push buttons make sounds, There are left-and-right turn signals, the car radio plays frequency noises and music, the gear shift controls an electronic roller with moving images, and there's a removable, light-up phone with ring tones, a siren, fun sounds and giggles.",Small World Express Dashboard Adventures,38.3,http://ecx.images-amazon.com/images/I/517ErfHgzUL._SX300_.jpg,Small World Express,"'Toys & Games', 'Baby & Toddler Toys', 'Music & Sound'"," 'music', 'steering wheel', 'phone', 'problem'"
B000LSZVJG,"Whether sitting or crawling, baby can make exciting things happen! Sitting babies can tap the bongo drums for fun music, sounds and lights. When they&#x2019;re ready to crawl, the fun&#x2019;s ready to roll! Baby can chase the rolling drum while music, lights and fun rewards encourage movin&#x2019; and groovin&#x2019;! Plays 4 fun songs, with colorful spinners, busy activities and dancing lights to delight baby. Requires 3 AA batteries (not included).",Fisher-Price Crawl-Along Drum Roll,28.28,http://ecx.images-amazon.com/images/I/4124GmBVHwL._SX300_.jpg,Fisher-Price,"'Toys & Games', 'Baby & Toddler Toys', 'Music & Sound'"," 'music', 'xylophone', 'son'"
B000LT1CMK,"The Brilliant Basics Walker Wagon is a modern walker that is fun from baby's very 1st step, offering 2 modes of grow-with-me play. The front of the walker features a shape sorting door and 3 block shapes. Baby will love to spin the large clear ball with 10 colorful beads and 2-toned jack, and flip the 4 flip pages along the front of the walker. Both of the sides of the front panel have bead bars and a fun clicker on a post on one side and a boingy bell on a spring on the other side! The clicking treaded wheels will encourage baby to get walking! When baby's ready, the walker can be converted to a wagon, just by moving the handle bar from the front to the back with a few simple snaps. Baby now has his very own wagon to carry and store all of his favorite toys!",Fisher-Price Walker-To-Wagon,34.44,http://ecx.images-amazon.com/images/I/41k3Ub1r12L._SY300_.jpg,Fisher-Price,"'Toys & Games', 'Baby & Toddler Toys', 'Push & Pull Toys'"," 'floor', 'walker', 'noise', 'ride', 'house', 'walker'"
B000LT4KMO,"Lots of music for baby&#x2019;s listening pleasure&#x2014;with 3 learning songs, 4 game songs, and 3 classic favorites to inspire budding imaginations! Press buttons to scroll through and choose songs. Skip forward, back, and even pause songs, all while fun character friends dance on screen! Includes easy-grasp handles, fun dancing characters, a dial to spin, and volume control for quiet play. Requires 3 &#x201C;AAA&#x201D; (LR03) alkaline batteries (not included).",Fisher-Price Laugh &amp; Learn Learning Music Player,19.23,http://ecx.images-amazon.com/images/I/414OLGJrpdL._SX300_.jpg,Fisher-Price,"'Toys & Games', 'Baby & Toddler Toys', 'Music & Sound'"," 'house confidently.i', 'money'"
B000M3QJPU,,VTech - Baby's Learning Laptop,24.95,http://ecx.images-amazon.com/images/I/51oSvO52I4L._SY300_.jpg,VTech,"'Toys & Games', 'Baby & Toddler Toys', 'Shape Sorters'"," 'money', 'gift', 'volume.if child', 'minute', 'son', 'son', 'music', 'interest'"
B000MC4GM4,"Construction meets bath time with our innovative play set. Kids get to arrange 6 water chutes and a giant water wheel to create their own water cascade. Strong suction cups, an 8 oz. reservoir, and scooping cup will keep them in the tub until fully pruned.",Reeve and Jones Water Works,20.99,http://ecx.images-amazon.com/images/I/51iLZO7gmcL._SY300_.jpg,Reeve &amp; Jones,"'Toys & Games', 'Baby & Toddler Toys', 'Bath Toys'"," 'water', 'wall', 'bath toy', 'fun'"
